Sort,Crop,NO,Year,Province1,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk,,
391,LR-SC,LRSC0391,2006,LRSC07,medium_maturity,26.2 ,30.3 ,23.1 ,2543.0 ,1573.0 ,358.4 ,605.9 ,1586.4 ,Paddy soil,silty clay loam,50.4 ,17.6 ,92.0 ,6.2 ,165 ,60 ,120 ,3062 ,6054 ,,
392,LR-SC,LRSC0392,2007,LRSC07,medium_maturity,26.7 ,32.4 ,22.7 ,2587.1 ,1617.1 ,311.0 ,681.8 ,1703.2 ,Paddy soil,silty clay loam,47.8 ,20.6 ,101.0 ,5.7 ,165 ,60 ,120 ,3383 ,6642 ,,
393,LR-SC,LRSC0393,2007,LRSC07,medium_maturity,26.7 ,32.4 ,22.7 ,2587.1 ,1617.1 ,311.0 ,681.8 ,1703.2 ,Paddy soil,silty clay loam,46.8 ,18.5 ,77.0 ,6.1 ,165 ,60 ,120 ,3155 ,6221 ,,
394,LR-SC,LRSC0394,2010,LRSC07,late_maturity,24.733684,28.871579,21.804211,2349.7,1400.2,315,561.1,1462.89,Paddy soil,silty clay loam,42.2,24.6,81,5.5,195,90,225,5020.5,7170,,
395,LR-SC,LRSC0395,2010,LRSC07,late_maturity,24.688776,28.80102,21.742857,2419.5,1440.8,316.8,584.4,1519.96,Paddy soil,sandy loam,42.6,22.5,73,5.9,195,90,225,4885.5,6202.5,,
396,LR-SC,LRSC0396,2009,LRSC07,medium_maturity,26.3 ,30.7 ,23.0 ,2783.5 ,1723.5 ,175.9 ,686.0 ,1741.4 ,Paddy soil,sandy loam,45.3 ,16.4 ,85.0 ,6.1 ,165 ,60 ,120 ,4902 ,7910 ,,
397,LR-SC,LRSC0397,2009,LRSC07,medium_maturity,26.1 ,30.5 ,22.9 ,2688.9 ,1658.9 ,175.9 ,655.3 ,1669.5 ,Paddy soil,sandy loam,48.2 ,14.5 ,79.0 ,5.9 ,165 ,60 ,120 ,4934 ,7955 ,,
398,LR-SC,LRSC0398,2007,LRSC07,late_maturity,25.792308,31.489423,21.8,2682.4,1642.4,312.6,703.9,1758.78,Paddy soil,sandy loam,41.3,13.8,99,6.2,165,60,120,4651.5,7600.5,,
399,LR-SC,LRSC0399,2007,LRSC07,medium_maturity,25.5 ,31.3 ,21.4 ,2727.5 ,1657.5 ,312.7 ,725.7 ,1799.2 ,Paddy soil,sandy loam,40.5 ,4.7 ,50.0 ,6.3 ,165 ,60 ,120 ,4128 ,6621 ,,
400,LR-SC,LRSC0400,2006,LRSC07,medium_maturity,26.2 ,30.9 ,22.6 ,2460.2 ,1520.2 ,323.6 ,647.2 ,1623.7 ,Paddy soil,sandy loam,48.1 ,35.0 ,51.0 ,6.5 ,180 ,54 ,90 ,4781 ,6336 ,,
401,LR-SC,LRSC0401,2006,LRSC07,late_maturity,25.85054945,30.58901099,22.25494505,2352.4,1442.4,234.2,610,1534.31,Paddy soil,clay,36.5,3.5,90,5.1,180,54,90,5503.5,7603.5,,
402,LR-SC,LRSC0402,2006,LRSC07,late_maturity,25.95795455,30.72272727,22.32954545,2284.3,1404.3,210,608.4,1516.93,Paddy soil,clay,60.6,35,71,7.4,180,54,90,6901.5,7927.5,,
403,LR-SC,LRSC0403,2007,LRSC07,medium_maturity,26.4 ,31.1 ,23.1 ,2192.5 ,1362.5 ,351.7 ,486.5 ,1300.7 ,Paddy soil,clay,36.0 ,3.5 ,76.0 ,6.5 ,180 ,54 ,90 ,5504 ,7604 ,,
404,LR-SC,LRSC0404,2009,LRSC07,medium_maturity,26.2 ,31.0 ,22.6 ,2860.6 ,1770.6 ,228.8 ,656.7 ,1715.0 ,Paddy soil,clay,43.4 ,23.5 ,183.0 ,6.4 ,180 ,54 ,90 ,3783 ,6198 ,,
405,LR-SC,LRSC0405,2006,LRSC07,medium_maturity,25.7 ,30.4 ,22.1 ,2258.2 ,1378.2 ,234.2 ,575.1 ,1455.7 ,Paddy soil,clay,55.4 ,22.0 ,110.0 ,7.5 ,180 ,54 ,90 ,5430 ,7290 ,,
406,LR-SC,LRSC0406,2008,LRSC07,medium_maturity,25.9 ,30.4 ,22.4 ,2793.3 ,1713.3 ,284.6 ,599.6 ,1613.3 ,Paddy soil,sandy loam,34.5 ,15.7 ,83.0 ,7.6 ,180 ,54 ,90 ,4080 ,6668 ,,
407,LR-SC,LRSC0407,2009,LRSC07,medium_maturity,26.3 ,31.0 ,22.7 ,2840.1 ,1760.1 ,228.8 ,654.6 ,1707.5 ,Paddy soil,sandy loam,50.9 ,50.6 ,47.0 ,6.1 ,180 ,54 ,90 ,3465 ,6855 ,,
408,LR-SC,LRSC0408,2006,LRSC07,medium_maturity,25.6 ,30.2 ,22.2 ,2641.5 ,1611.5 ,351.9 ,643.2 ,1657.4 ,Paddy soil,clay,31.3 ,17.0 ,150.0 ,6.2 ,180 ,54 ,90 ,4682 ,7755 ,,
409,LR-SC,LRSC0409,2007,LRSC07,medium_maturity,26.7 ,31.3 ,23.3 ,2372.8 ,1482.8 ,361.1 ,531.6 ,1417.8 ,Paddy soil,silty clay loam,35.5 ,3.9 ,76.0 ,5.2 ,180 ,54 ,90 ,3671 ,8309 ,,
410,LR-SC,LRSC0410,2006,LRSC07,early_maturity,26.11827957,30.82688172,22.54086022,2429,1499,323.6,636.2,1598.52,Paddy soil,clay,34.8,6.4,200,5.6,180,54,90,4650,7230,,
411,LR-SC,LRSC0411,2007,LRSC07,medium_maturity,25.0 ,29.6 ,21.6 ,2399.3 ,1439.3 ,352.0 ,511.5 ,1389.5 ,Paddy soil,clay,24.2 ,6.9 ,145.0 ,5.8 ,180 ,54 ,90 ,5700 ,6630 ,,
412,LR-SC,LRSC0412,2007,LRSC07,medium_maturity,25.1 ,29.7 ,21.8 ,2312.2 ,1392.2 ,352.0 ,480.1 ,1323.2 ,Paddy soil,clay,36.4 ,7.1 ,120.0 ,5.4 ,180 ,54 ,90 ,6165 ,6585 ,,
413,LR-SC,LRSC0413,2006,LRSC07,late_maturity,25.85054945,30.58901099,22.25494505,2352.4,1442.4,234.2,610,1534.31,Paddy soil,clay,44.3,9,80,5,180,54,90,4290,6675,,
414,LR-SC,LRSC0414,2007,LRSC07,medium_maturity,25.9 ,30.5 ,22.6 ,2540.8 ,1560.8 ,365.8 ,550.5 ,1493.8 ,Paddy soil,clay,44.7 ,6.3 ,135.0 ,5.7 ,180 ,54 ,90 ,4920 ,6180 ,,
415,LR-SC,LRSC0415,2008,LRSC07,medium_maturity,26.1 ,30.6 ,22.6 ,2218.2 ,1368.2 ,247.0 ,465.1 ,1266.8 ,Paddy soil,clay,47.1 ,5.0 ,181.0 ,5.3 ,180 ,54 ,90 ,6458 ,7413 ,,
416,LR-SC,LRSC0416,2008,LRSC07,medium_maturity,25.4 ,29.8 ,22.0 ,2896.3 ,1756.3 ,306.3 ,613.4 ,1659.3 ,Paddy soil,silty clay loam,43.3 ,15.8 ,132.0 ,5.2 ,180 ,54 ,90 ,4455 ,6855 ,,
417,LR-SC,LRSC0417,2008,LRSC07,late_maturity,25.413636,30.480682,22.084091,2236.4,1356.4,255.6,485.3,1321.8,Paddy soil,loam,35.8,18,60,5.4,180,54,90,4729.5,7609.5,,
418,LR-SC,LRSC0418,2008,LRSC07,late_maturity,26.192941,31.312941,22.804706,2226.4,1376.4,282.8,488.1,1323.09,Paddy soil,loam,42.9,20.5,75,5.7,180,54,90,5056.5,8584.5,,
419,LR-SC,LRSC0419,2008,LRSC07,late_maturity,25.624138,30.66092,22.303448,2229.3,1359.3,283.5,477.2,1308.95,Paddy soil,loam,28.1,20,75,6.9,180,54,90,5086.5,8005.5,,
420,LR-SC,LRSC0420,2008,LRSC07,late_maturity,25.77381,30.864286,22.411905,2165,1325,254.9,471.5,1282.01,Paddy soil,loam,18.4,9.6,75,5.8,180,54,90,4467,6922.5,,
421,LR-SC,LRSC0421,2008,LRSC07,late_maturity,25.624138,30.66092,22.303448,2229.3,1359.3,283.5,477.2,1308.95,Paddy soil,loam,34.2,9.9,125,5,180,54,90,4458,6861,,
422,LR-SC,LRSC0422,2009,LRSC07,late_maturity,26.165591,31.076344,22.750538,2433.4,1503.4,253.2,531.3,1431.2,Paddy soil,loam,38.3,13,57,5.2,150,36,75,3801,6187.5,,
423,LR-SC,LRSC0423,2009,LRSC07,late_maturity,26.165591,31.076344,22.750538,2433.4,1503.4,253.2,531.3,1431.2,Paddy soil,loam,27.9,9.2,92,4.9,150,36,75,4590,6430.5,,
424,LR-SC,LRSC0424,2009,LRSC07,late_maturity,26.232609,31.109783,22.819565,2413.4,1493.4,253.2,522.6,1414.05,Paddy soil,loam,56.8,45.5,57,5,150,36,75,4575,6690,,
425,LR-SC,LRSC0425,2009,LRSC07,late_maturity,26.314286,31.196703,22.881319,2394.6,1484.6,252,522.6,1408.9,Paddy soil,loam,38,20.6,54,6.2,150,36,75,4183.5,6345,,
426,LR-SC,LRSC0426,2007,LRSC07,medium_maturity,26.2 ,30.9 ,22.9 ,2355.4 ,1455.4 ,375.1 ,511.5 ,1390.4 ,Paddy soil,sandy loam,43.2 ,8.0 ,55.0 ,5.7 ,150 ,36 ,75 ,5172 ,7350 ,,
427,LR-SC,LRSC0427,2007,LRSC07,early_maturity,25.836559,30.503226,22.6,2402.8,1472.8,375.1,511.5,1405.92,Paddy soil,sandy loam,38.7,28,69,5.7,150,36,75,4333.5,6114,,
428,LR-SC,LRSC0428,2008,LRSC07,medium_maturity,26.7 ,31.3 ,23.3 ,2266.7 ,1416.7 ,251.0 ,477.7 ,1308.0 ,Paddy soil,sandy loam,38.0 ,24.0 ,110.0 ,5.7 ,165 ,36 ,68 ,5814 ,7512 ,,
429,LR-SC,LRSC0429,2008,LRSC07,medium_maturity,26.1 ,30.7 ,22.7 ,2397.9 ,1477.9 ,252.3 ,492.3 ,1365.0 ,Paddy soil,sandy loam,44.0 ,16.0 ,36.0 ,5.7 ,165 ,36 ,68 ,5535 ,7547 ,,
430,LR-SC,LRSC0430,2007,LRSC07,medium_maturity,26.2 ,30.9 ,22.9 ,2436.3 ,1506.3 ,390.8 ,514.2 ,1416.7 ,Paddy soil,loam,34.0 ,20.4 ,94.0 ,5.7 ,150 ,36 ,75 ,5327 ,7457 ,,
431,LR-SC,LRSC0431,2008,LRSC07,medium_maturity,25.8 ,30.5 ,22.4 ,2297.7 ,1407.7 ,252.3 ,476.3 ,1312.7 ,Paddy soil,sandy loam,40.0 ,30.0 ,40.0 ,5.8 ,165 ,36 ,68 ,5417 ,7754 ,,
432,LR-SC,LRSC0432,2008,LRSC07,medium_maturity,25.9 ,30.6 ,22.5 ,2358.3 ,1448.3 ,252.3 ,488.4 ,1347.0 ,Paddy soil,sandy loam,49.9 ,22.5 ,112.0 ,5.6 ,165 ,36 ,68 ,4926 ,7328 ,,
433,LR-SC,LRSC0433,2007,LRSC07,medium_maturity,26.3 ,31.1 ,23.0 ,2390.9 ,1480.9 ,389.8 ,513.9 ,1403.7 ,Paddy soil,sandy loam,40.8 ,3.8 ,43.0 ,5.7 ,150 ,36 ,75 ,4352 ,6179 ,,
434,LR-SC,LRSC0434,2007,LRSC07,late_maturity,25.998958,30.613542,22.742708,2495.9,1535.9,288.9,569.7,1496.02,Paddy soil,clay loam,32,12.4,115,4.9,150,30,73.95,4989,5952,,
435,LR-SC,LRSC0435,2007,LRSC07,late_maturity,25.998958,30.613542,22.742708,2495.9,1535.9,288.9,569.7,1496.02,Paddy soil,sandy loam,31,48.9,83,5.5,150,36,73.95,4876.5,5736,,
436,LR-SC,LRSC0436,2008,LRSC07,late_maturity,26.573118,31.235484,23.067742,2471.3,1541.3,173,557.4,1447.49,Paddy soil,sandy loam,37.3,11.8,57,4.6,156.9,30,42,5716.5,7669.5,,
437,LR-SC,LRSC0437,2008,LRSC07,medium_maturity,26.6 ,31.2 ,23.1 ,2496.0 ,1556.0 ,173.0 ,560.8 ,1457.0 ,Paddy soil,sandy loam,37.9 ,14.1 ,49.0 ,5.0 ,222 ,47 ,189 ,6158 ,8171 ,,
438,LR-SC,LRSC0438,2008,LRSC07,late_maturity,26.647368,31.316842,23.155789,2531.5,1581.5,173,572.8,1487.06,Paddy soil,sandy loam,37.5,10.7,91,5.3,203.7,39.9,186,5343,7365,,
439,LR-SC,LRSC0439,2008,LRSC07,medium_maturity,26.6 ,31.2 ,23.1 ,2471.3 ,1541.3 ,173.0 ,557.4 ,1447.5 ,Paddy soil,sandy loam,39.3 ,14.3 ,99.0 ,5.7 ,204 ,40 ,164 ,6065 ,8087 ,,
440,LR-SC,LRSC0440,2009,LRSC07,late_maturity,26.926804,31.523711,23.443299,2611.9,1641.9,286.3,625.2,1593.19,Paddy soil,clay loam,36.2,17.6,29,5.2,135,36,75,5503.5,7137,,
441,LR-SC,LRSC0441,2009,LRSC07,medium_maturity,27.7 ,32.3 ,24.2 ,2409.6 ,1539.6 ,251.4 ,596.4 ,1502.5 ,Paddy soil,clay loam,36.6 ,18.4 ,55.0 ,4.9 ,135 ,36 ,75 ,5736 ,7404 ,,
442,LR-SC,LRSC0442,2009,LRSC07,medium_maturity,27.3 ,31.9 ,23.8 ,2319.3 ,1469.3 ,251.4 ,547.0 ,1403.4 ,Paddy soil,clay loam,42.4 ,9.4 ,36.0 ,4.9 ,135 ,36 ,75 ,6069 ,7871 ,,
443,LR-SC,LRSC0443,2007,LRSC07,medium_maturity,25.9 ,30.7 ,22.3 ,2326.6 ,1426.6 ,449.4 ,544.9 ,1428.6 ,Paddy soil,sandy loam,28.6 ,21.1 ,115.0 ,6.0 ,150 ,36 ,75 ,5670 ,7718 ,,
444,LR-SC,LRSC0444,2007,LRSC07,medium_maturity,25.9 ,30.7 ,22.3 ,2326.6 ,1426.6 ,449.4 ,544.9 ,1428.6 ,Paddy soil,sandy loam,26.7 ,17.5 ,89.0 ,5.9 ,150 ,36 ,75 ,6227 ,7680 ,,
445,LR-SC,LRSC0445,2010,LRSC07,medium_maturity,26.8 ,31.9 ,23.3 ,2550.6 ,1600.6 ,167.8 ,606.5 ,1576.1 ,Paddy soil,clay loam,21.2 ,18.9 ,119.0 ,5.6 ,135 ,72 ,68 ,4455 ,6030 ,,
446,LR-SC,LRSC0446,2007,LRSC07,medium_maturity,25.4 ,30.2 ,21.7 ,2408.3 ,1458.3 ,449.4 ,578.0 ,1488.4 ,Paddy soil,sandy loam,24.4 ,16.4 ,134.0 ,6.0 ,150 ,36 ,75 ,5715 ,7710 ,,
447,LR-SC,LRSC0447,2007,LRSC07,medium_maturity,25.3 ,30.1 ,21.6 ,2376.7 ,1436.7 ,449.4 ,566.1 ,1461.7 ,Paddy soil,loam,23.5 ,11.5 ,110.0 ,6.1 ,150 ,36 ,75 ,5055 ,7290 ,,
448,LR-SC,LRSC0448,2007,LRSC07,late_maturity,25.266304,30.061957,21.636957,2324.5,1404.5,449.4,546.2,1419.53,Paddy soil,loam,21.2,12.9,115,5.9,150,36,75,5091,7407,,
449,LR-SC,LRSC0449,2007,LRSC07,medium_maturity,25.3 ,30.1 ,21.6 ,2399.0 ,1449.0 ,449.4 ,576.2 ,1480.1 ,Paddy soil,sandy loam,19.1 ,10.2 ,109.0 ,5.8 ,150 ,36 ,75 ,4260 ,6927 ,,
450,LR-SC,LRSC0450,2007,LRSC07,late_maturity,25.998889,30.841111,22.407778,2339.9,1439.9,449.4,552.9,1445.02,Paddy soil,silty clay loam,23.7,15.5,90,6.2,150,36,75,5700,7567.5,,
451,LR-SC,LRSC0451,2009,LRSC07,late_maturity,26.206098,32.917073,21.990244,2148.9,1328.9,148.1,527.4,1363.36,Paddy soil,silty clay loam,30.7,7.2,43,5.3,150,75,90,3979.5,7342.5,,
452,LR-SC,LRSC0452,2009,LRSC07,late_maturity,26.3275,33.01125,22.1625,2106.2,1306.2,148.1,512.9,1331.52,Paddy soil,silty clay loam,48.3,10.9,46,5.2,142.5,67.5,82.5,4024.5,7333.5,,
453,LR-SC,LRSC0453,2009,LRSC07,late_maturity,26.161446,32.842169,21.954217,2171.4,1341.4,148.1,529,1371.05,Paddy soil,silty clay loam,36.6,9.3,62,5.8,135,60,75,4132.5,7375.5,,
454,LR-SC,LRSC0454,2008,LRSC07,medium_maturity,25.9 ,29.9 ,22.9 ,2223.2 ,1363.2 ,201.4 ,407.3 ,1183.0 ,Paddy soil,sandy loam,40.6 ,28.6 ,102.0 ,5.1 ,150 ,36 ,75 ,4530 ,6540 ,,
455,LR-SC,LRSC0455,2007,LRSC07,early_maturity,25.519388,29.322449,22.663265,2500.9,1520.9,385.4,435,1305.6,Paddy soil,clay loam,44.5,35.3,113,5,180,54,90,4470,7020,,
456,LR-SC,LRSC0456,2007,LRSC07,early_maturity,25.353846,29.172527,22.514286,2307.2,1397.2,365.6,401.8,1202.94,Paddy soil,clay loam,44.3,30.9,123,5.2,180,54,90,5220,7680,,
457,LR-SC,LRSC0457,2008,LRSC07,early_maturity,25.674725,29.841758,22.682418,2336.4,1426.4,201.4,448.6,1267.59,Paddy soil,clay loam,39.7,29,105,5,180,54,90,4920,6720,,
458,LR-SC,LRSC0458,2008,LRSC07,early_maturity,25.674725,29.841758,22.682418,2336.4,1426.4,201.4,448.6,1267.59,Paddy soil,clay loam,41.9,26.1,93,4.9,165,54,90,4950,7200,,
459,LR-SC,LRSC0459,2008,LRSC07,medium_maturity,25.9 ,29.9 ,22.9 ,2223.2 ,1363.2 ,201.4 ,407.3 ,1183.0 ,Paddy soil,silty clay loam,40.1 ,23.3 ,107.0 ,5.4 ,150 ,36 ,75 ,4695 ,6840 ,,
460,LR-SC,LRSC0460,2008,LRSC07,early_maturity,25.674725,29.841758,22.682418,2336.4,1426.4,201.4,448.6,1267.59,Paddy soil,clay loam,39.7,26.7,94,5,180,54,90,4260,6495,,
461,LR-SC,LRSC0461,2009,LRSC07,late_maturity,25.185556,29.301111,22.233333,2266.7,1366.7,95.1,449.9,1231.59,Paddy soil,sandy loam,32.6,27,97,5,180,54,90,4695,7650,,
462,LR-SC,LRSC0462,2009,LRSC07,medium_maturity,26.3 ,30.4 ,23.3 ,2419.8 ,1499.8 ,232.4 ,478.3 ,1324.3 ,Paddy soil,sandy loam,41.6 ,27.0 ,102.0 ,5.1 ,180 ,54 ,90 ,4755 ,6825 ,,
463,LR-SC,LRSC0463,2009,LRSC07,medium_maturity,26.3 ,30.3 ,23.5 ,2186.8 ,1356.8 ,225.0 ,407.5 ,1161.7 ,Paddy soil,clay,28.5 ,9.3 ,78.0 ,5.0 ,150 ,36 ,75 ,5654 ,7571 ,,
464,LR-SC,LRSC0464,2008,LRSC07,medium_maturity,25.4 ,29.5 ,22.4 ,2435.2 ,1475.2 ,205.6 ,473.6 ,1321.7 ,Paddy soil,sandy loam,38.2 ,24.4 ,110.0 ,5.1 ,150 ,36 ,75 ,5415 ,7680 ,,
465,LR-SC,LRSC0465,2007,LRSC07,medium_maturity,25.5 ,29.3 ,22.6 ,2240.8 ,1360.8 ,364.9 ,382.2 ,1156.2 ,Paddy soil,clay loam,33.0 ,16.6 ,155.0 ,5.0 ,150 ,36 ,75 ,4305 ,6930 ,,
466,LR-SC,LRSC0466,2009,LRSC07,medium_maturity,25.5 ,29.6 ,22.6 ,2706.8 ,1646.8 ,258.2 ,533.1 ,1469.5 ,Paddy soil,loam,17.4 ,47.1 ,38.0 ,5.2 ,150 ,36 ,75 ,3801 ,6534 ,,
467,LR-SC,LRSC0467,2006,LRSC07,medium_maturity,25.8 ,29.7 ,22.7 ,2423.8 ,1483.8 ,247.1 ,488.9 ,1350.0 ,Paddy soil,sandy loam,33.1 ,19.8 ,115.0 ,4.7 ,150 ,36 ,75 ,4904 ,6795 ,,
468,LR-SC,LRSC0468,2006,LRSC07,medium_maturity,27.4 ,31.4 ,24.3 ,2551.3 ,1621.3 ,259.4 ,556.4 ,1507.1 ,Paddy soil,sandy loam,29.8 ,10.3 ,154.0 ,5.2 ,150 ,36 ,75 ,5054 ,6975 ,,
469,LR-SC,LRSC0469,2007,LRSC07,medium_maturity,24.6 ,28.5 ,21.7 ,2483.0 ,1473.0 ,366.3 ,407.8 ,1253.3 ,Paddy soil,loam,24.4 ,11.2 ,101.0 ,5.2 ,150 ,36 ,75 ,4995 ,6900 ,,
470,LR-SC,LRSC0470,2007,LRSC07,medium_maturity,24.9 ,28.8 ,22.1 ,2468.6 ,1478.6 ,365.8 ,418.9 ,1269.5 ,Paddy soil,clay loam,49.1 ,11.6 ,152.0 ,5.0 ,150 ,36 ,75 ,5220 ,7275 ,,
471,LR-SC,LRSC0471,2008,LRSC07,medium_maturity,26.1 ,30.2 ,23.2 ,2169.9 ,1339.9 ,197.3 ,400.2 ,1157.8 ,Paddy soil,clay,34.9 ,6.9 ,83.0 ,5.7 ,150 ,36 ,75 ,3702 ,5570 ,,
472,LR-SC,LRSC0472,2008,LRSC07,medium_maturity,26.1 ,30.1 ,23.1 ,2110.8 ,1300.8 ,195.5 ,387.0 ,1121.9 ,Paddy soil,clay,33.6 ,13.5 ,105.0 ,5.2 ,150 ,36 ,75 ,5229 ,6933 ,,
473,LR-SC,LRSC0473,2006,LRSC07,late_maturity,26.20860215,30.1655914,23.04731183,2437.4,1507.4,211.5,513,1395.82,Paddy soil,clay,33.8,17.4,122,5.2,150,36,75,4650,6979.5,,
474,LR-SC,LRSC0474,2006,LRSC07,late_maturity,27.00084746,30.92033898,23.84915254,3186.1,2006.1,342.1,695,1876.08,Paddy soil,clay,32.1,16.4,141,5.1,166.5,36,67.5,6750,7632,,
475,LR-SC,LRSC0475,2006,LRSC07,medium_maturity,27.6 ,31.5 ,24.5 ,2761.3 ,1761.3 ,325.5 ,606.7 ,1642.8 ,Paddy soil,clay loam,32.1 ,17.9 ,138.0 ,5.5 ,150 ,36 ,75 ,4005 ,7811 ,,
476,LR-SC,LRSC0476,2007,LRSC07,medium_maturity,25.3 ,29.2 ,22.5 ,2458.2 ,1488.2 ,365.6 ,429.7 ,1283.3 ,Paddy soil,clay,43.7 ,18.3 ,188.0 ,5.4 ,150 ,36 ,75 ,4620 ,6555 ,,
477,LR-SC,LRSC0477,2008,LRSC07,early_maturity,26.059259,30.138272,23.12963,2110.8,1300.8,195.5,387,1121.91,Paddy soil,clay loam,38.1,10,137,6,150,36,75,4905,6700.5,,
478,LR-SC,LRSC0478,2008,LRSC07,medium_maturity,26.1 ,30.1 ,23.1 ,2110.8 ,1300.8 ,195.5 ,387.0 ,1121.9 ,Paddy soil,silty clay loam,29.2 ,17.5 ,146.0 ,5.4 ,150 ,36 ,75 ,5070 ,7035 ,,
479,LR-SC,LRSC0479,2006,LRSC07,medium_maturity,27.4 ,31.3 ,24.2 ,2904.8 ,1844.8 ,325.5 ,643.1 ,1732.1 ,Paddy soil,clay loam,33.4 ,11.2 ,78.0 ,6.3 ,150 ,36 ,75 ,4773 ,6474 ,,
480,LR-SC,LRSC0480,2006,LRSC07,medium_maturity,26.2 ,30.1 ,23.1 ,2644.0 ,1634.0 ,267.6 ,539.4 ,1485.5 ,Paddy soil,loam,25.6 ,18.3 ,143.0 ,6.1 ,150 ,36 ,75 ,5120 ,7275 ,,
481,LR-SC,LRSC0481,2008,LRSC07,early_maturity,26.059259,30.138272,23.12963,2110.8,1300.8,195.5,387,1121.91,Paddy soil,sandy loam,31.2,13.4,165,5.4,150,36,75,5176.5,7033.5,,
482,LR-SC,LRSC0482,2009,LRSC07,medium_maturity,26.4 ,30.5 ,23.4 ,2453.4 ,1523.4 ,232.4 ,490.3 ,1351.1 ,Paddy soil,loam,31.0 ,19.6 ,45.0 ,5.3 ,150 ,36 ,75 ,4334 ,6717 ,,
483,LR-SC,LRSC0483,2009,LRSC07,late_maturity,25.962,30.032,23.01,2596.2,1596.2,251.4,518.9,1429.29,Paddy soil,clay loam,43.3,25.2,150,5,180,54,90,5340,6930,,
484,LR-SC,LRSC0484,2009,LRSC07,late_maturity,25.494565,29.496739,22.659783,2345.5,1425.5,249.8,430.8,1233.29,Paddy soil,clay loam,45,38.2,127,5.3,180,54,90,4740,6990,,
485,LR-SC,LRSC0485,2007,LRSC07,medium_maturity,26.0 ,29.7 ,23.2 ,2546.3 ,1566.3 ,431.2 ,432.6 ,1313.3 ,Paddy soil,clay loam,45.0 ,34.1 ,145.0 ,7.4 ,150 ,36 ,75 ,4230 ,6840 ,,
486,LR-SC,LRSC0486,2007,LRSC07,medium_maturity,25.8 ,29.5 ,23.0 ,2578.5 ,1578.5 ,438.1 ,439.2 ,1332.4 ,Paddy soil,clay loam,43.3 ,29.4 ,122.0 ,4.8 ,150 ,36 ,75 ,4440 ,6540 ,,
487,LR-SC,LRSC0487,2009,LRSC07,medium_maturity,25.9 ,29.9 ,23.0 ,2407.1 ,1477.1 ,245.8 ,460.9 ,1295.1 ,Paddy soil,loam,38.0 ,9.3 ,79.0 ,5.3 ,150 ,36 ,75 ,4484 ,7017 ,,
488,LR-SC,LRSC0488,2009,LRSC07,medium_maturity,25.4 ,29.5 ,22.5 ,2491.6 ,1511.6 ,251.4 ,479.5 ,1337.2 ,Paddy soil,loam,31.8 ,31.1 ,65.0 ,5.8 ,150 ,36 ,75 ,4118 ,5178 ,,
489,LR-SC,LRSC0489,2007,LRSC07,medium_maturity,25.5 ,29.2 ,22.8 ,2499.8 ,1519.8 ,320.4 ,411.5 ,1259.5 ,Paddy soil,silty clay loam,35.4 ,29.3 ,51.0 ,7.5 ,150 ,36 ,75 ,4673 ,7980 ,,
490,LR-SC,LRSC0490,2007,LRSC07,medium_maturity,25.5 ,29.2 ,22.8 ,2499.8 ,1519.8 ,320.4 ,411.5 ,1259.5 ,Paddy soil,silty clay loam,38.4 ,35.3 ,71.0 ,7.5 ,150 ,36 ,75 ,5025 ,8415 ,,
491,LR-SC,LRSC0491,2008,LRSC07,medium_maturity,26.0 ,30.0 ,23.2 ,2466.6 ,1516.6 ,189.5 ,489.1 ,1365.7 ,Paddy soil,silty clay loam,38.4 ,35.3 ,71.0 ,7.5 ,180 ,36 ,90 ,5025 ,8415 ,,
492,LR-SC,LRSC0492,2009,LRSC07,medium_maturity,26.8 ,30.6 ,24.0 ,2547.0 ,1597.0 ,270.8 ,503.0 ,1396.8 ,Paddy soil,clay loam,38.1 ,28.9 ,72.0 ,7.8 ,180 ,36 ,90 ,3863 ,7440 ,,
493,LR-SC,LRSC0493,2010,LRSC07,medium_maturity,24.8 ,28.4 ,22.1 ,2554.0 ,1524.2 ,517.3 ,510.6 ,1421.6 ,Paddy soil,silty clay loam,26.3 ,39.8 ,80.0 ,7.4 ,180 ,36 ,90 ,3750 ,6600 ,,
494,LR-SC,LRSC0494,2006,LRSC07,medium_maturity,26.2 ,30.1 ,23.3 ,2510.5 ,1550.5 ,230.3 ,397.8 ,1224.7 ,Paddy soil,silty clay loam,42.9 ,16.7 ,95.0 ,7.4 ,150 ,36 ,75 ,4533 ,6042 ,,
495,LR-SC,LRSC0495,2008,LRSC07,late_maturity,25.835556,29.786667,23.073333,2325.2,1425.2,183,456,1280.08,Paddy soil,clay,28.7,10.1,66,8.1,210,54,90,4891.5,8044.5,,
496,LR-SC,LRSC0496,2006,LRSC07,medium_maturity,24.9 ,29.5 ,21.3 ,2510.8 ,1500.8 ,277.1 ,412.4 ,1275.1 ,Paddy soil,loam,53.7 ,7.5 ,71.0 ,7.0 ,180 ,54 ,90 ,4995 ,6245 ,,
497,LR-SC,LRSC0497,2006,LRSC07,medium_maturity,24.7 ,29.3 ,21.2 ,2498.9 ,1488.9 ,266.9 ,410.0 ,1268.7 ,Paddy soil,loam,28.4 ,7.2 ,66.0 ,5.0 ,180 ,54 ,90 ,4526 ,6000 ,,
